X,id_tanggal_transaksi_awal,tanggal_transaksi_awal,tipe_kartu,id_merchant,nama_merchant,tipe_mesin,tipe_transaksi,nama_transaksi,nilai_transaksi,id_negara,nama_negara,nama_kota,lokasi_mesin,pemilik_mesin,waktu_transaksi,kuartal_transaksi,kepemilikan_kartu,nama_channel,id_channel,flag_transaksi_finansial,status_transaksi,bank_pemilik_kartu,rata_rata_nilai_transaksi,maksimum_nilai_transaksi,minimum_nilai_transaksi,rata_rata_jumlah_transaksi,flag_transaksi_fraud
13069,2457630,2457720,111,-2,1798,2331564,385,11,1250000.0,96,5,60,3441,613,101324,2,2,1,9,False,3,999,653370.4028,7000000.0,11500.0,2.95,1
7151,2457640,2457637,111,-2,1798,2164953,385,11,1250000.0,96,5,265,3032,613,105422,2,2,1,9,False,3,999,1818789.4740000002,8170000.0,51600.0,1.2,1
14980,2457340,2457411,0,-2,1798,2574185,385,11,1000000.0,96,5,128,4084,613,170210,3,2,1,9,False,3,999,819011.5581,7000000.0,25000.0,1.89,1
4701,2457509,2457600,93,-2,1798,-3,158,12,2500000.0,96,5,214,5582,1395,151616,3,1,5,8,False,3,999,858868.0488,5500000.0,31500.0,1.17,1
1687,2457590,2457670,111,-2,1798,506848,385,11,1200000.0,96,5,128,4949,613,115603,2,2,1,9,False,3,999,820036.787,6744913.0,71500.0,1.66,1
14555,2457403,2457496,93,-2,1798,1357670,385,11,1250000.0,96,5,259,808,613,163756,3,2,1,9,False,3,999,1258062.519,6512500.0,25000.0,1.64,1
11146,2457306,2457379,103,-2,1798,1889751,385,11,1000000.0,96,5,128,2454,613,220735,4,2,1,9,False,3,999,493779.12799999997,1250000.0,223125.0,2.96,1
14000,2457419,2457504,111,-2,1798,-3,156,12,900000.0,96,5,86,293,573,222239,4,1,5,8,False,3,999,813345.8662,4500000.0,50000.0,2.5,1
14998,2457662,2457687,111,-2,1798,1490215,159,19,33500000.0,96,5,265,1617,613,161706,3,2,1,9,False,3,999,668008.3409,5000000.0,10000.0,2.34,1
3516,2457510,2457569,104,-2,1798,3095449,161,17,25000.0,96,5,128,8080,613,31840,1,2,1,9,False,3,999,272580.9091,2500000.0,25000.0,2.13,1
12431,2457654,2457745,104,424508,239,2419094,58,6,268700.0,96,5,128,6906,580,201933,4,2,2,4,False,3,999,502246.2308,5000000.0,18600.0,2.7,1
5248,2457440,2457528,111,-2,1798,2337117,26,10,2500000.0,96,5,265,3567,613,152957,3,2,1,9,False,3,999,1914436.709,10000000.0,200000.0,1.9,1
14666,2457437,2457504,4,-2,1798,2849097,26,10,1250000.0,96,5,128,4341,613,120307,3,2,1,9,False,3,999,2156560.994,22724000.0,100000.0,1.6,1
6946,2457450,2457545,104,-2,1798,1337329,385,11,1000000.0,96,5,128,803,613,221832,4,2,1,9,False,3,999,433792.3729,1250000.0,100000.0,1.37,1
11887,2457652,2457745,3,-2,1798,-3,156,12,5238168.0,96,5,89,5720,499,63506,2,1,5,8,False,3,999,2382324.27,12100000.0,201500.0,3.09,1
3558,2457662,2457753,104,-2,1798,-3,156,12,100000.0,96,5,128,7837,515,180729,4,1,5,8,False,3,999,660440.9186,2500000.0,20400.0,1.77,1
13000,2457601,2457680,103,-2,1798,-3,156,12,900000.0,96,5,271,7735,1390,123756,3,1,5,8,False,3,999,606334.7708,5000000.0,20000.0,3.61,1
10086,2457650,2457746,4,-2,1798,-3,156,12,5221584.0,73,15,246,5714,2619,132215,3,1,3,8,False,3,999,2570926.286,13500000.0,274000.0,1.38,1
14487,2457568,2457632,111,-2,1798,-3,156,12,1250000.0,96,5,265,1736,1367,124331,3,1,5,8,False,3,999,775110.0,18000000.0,26500.0,3.75,1
2977,2457530,2457602,103,-2,1798,1947557,385,11,1250000.0,96,5,128,2639,613,93151,2,2,1,9,False,3,999,907081.4433,3500000.0,17067.0,1.57,1
2647,2457411,2457501,93,-2,1798,2373799,26,10,2500000.0,96,5,265,3728,613,141251,3,2,1,9,False,3,999,1570651.563,10000000.0,25000.0,4.1,1
13970,2457347,2457406,111,-2,1798,2351274,26,10,1000000.0,96,5,75,3611,613,82544,2,2,1,9,False,3,999,773166.7349,4000000.0,72000.0,1.38,1
11316,2457413,2457491,1,-2,1798,1048724,301,16,5000000.0,96,5,244,4907,613,114023,2,2,1,9,False,3,999,385077.2683,1250000.0,20000.0,1.17,1
3235,2457647,2457660,104,-2,1798,1608871,159,19,1800000.0,96,5,239,2048,613,140709,3,2,1,9,False,3,999,325000.0,1000000.0,100000.0,1.25,1
2647,2457603,2457664,111,-2,1798,-3,156,12,2500000.0,96,5,86,7785,1590,151319,3,1,5,8,False,3,999,1454234.5159999998,6000000.0,85000.0,1.9,1
12509,2457647,2457702,5,-2,1798,-3,156,12,3000000.0,73,15,175,8697,1407,83305,2,1,3,8,False,3,999,1575392.959,10000000.0,100000.0,2.59,1
8206,2457654,2457746,103,-2,1798,1564130,159,19,1800000.0,96,5,128,1820,613,115831,2,2,1,9,False,3,999,1722147.0590000001,1900000.0,1250000.0,2.36,1
13070,2457452,2457493,103,-2,1798,-3,156,12,1250000.0,96,5,8,92,127,152916,3,1,5,8,False,3,999,832717.9487,5000000.0,100000.0,1.97,1
10981,2457561,2457625,103,-2,1798,1457808,159,19,9971000.0,96,5,60,1454,613,131757,3,2,1,9,False,3,999,1604743.542,17860800.0,100000.0,2.45,1
14103,2457556,2457647,111,-2,1798,-3,156,12,1500000.0,96,5,128,1467,2423,164523,3,1,5,8,False,3,999,634416.0329,4203180.0,26500.0,1.58,1
1254,2457475,2457487,111,-2,1798,2295922,26,10,700000.0,96,5,128,3376,613,193032,4,2,1,9,False,3,999,630769.2308,1000000.0,76500.0,1.33,1
3758,2457322,2457355,111,-2,1798,581,301,16,5000000.0,96,5,128,2531,613,93621,2,2,1,9,False,3,999,316165.7232,1000000.0,68460.0,3.33,1
7349,2457439,2457487,93,-2,1798,2073725,385,11,1250000.0,96,5,265,2919,613,81814,2,2,1,9,False,3,999,1667486.667,20000000.0,50000.0,4.15,1
8862,2457510,2457588,111,-2,1798,1250841,26,10,1250000.0,96,5,128,704,613,222202,4,2,1,9,False,3,999,1863980.7969999998,7500000.0,51600.0,2.43,1
13548,2457624,2457667,0,-2,1798,-3,156,12,2500000.0,96,5,70,5643,2229,232531,4,1,5,8,False,3,999,701562.5,15000000.0,11000.0,1.24,1
2379,2457510,2457515,93,-2,1798,1250840,159,19,1150000.0,96,5,72,706,613,221056,4,2,1,9,False,3,999,1934595.428,30000000.0,100000.0,1.8,1
10423,2457641,2457645,103,-2,1798,-3,156,12,1000000.0,96,5,128,5665,1980,133135,3,1,5,8,False,3,999,432153.25399999996,2500000.0,10000.0,2.73,1
7858,2457355,2457443,93,-2,1798,-3,156,12,1200000.0,96,5,128,5645,2005,221850,4,1,5,8,False,3,999,2356360.7169999997,23851400.0,100000.0,1.63,1
12375,2457599,2457598,104,600594,19,2788599,58,6,1450000.0,96,5,75,6721,285,85326,2,2,2,4,False,3,999,238342.3333,1000000.0,2000.0,1.8,1
5349,2457639,2457719,103,-2,1798,3350549,385,11,2000000.0,96,5,239,8614,613,80454,2,2,1,9,False,3,999,341704.5455,500000.0,200000.0,1.21,1
10710,2457540,2457553,111,-2,1798,-3,156,12,2500000.0,96,5,60,3800,2409,170809,3,1,5,8,False,3,999,1009242.474,5380000.0,23350.0,1.41,1
8664,2457660,2457746,132,-2,1798,-3,156,12,2500000.0,96,5,39,107,149,123100,3,1,5,8,False,3,999,3193168.84,20000000.0,49000.0,3.07,1
378,2457657,2457740,104,-2,1798,-3,156,12,1500000.0,96,5,70,5716,1365,105749,2,1,5,8,False,3,999,734829.6585,2500000.0,175194.0,1.18,1
14783,2457441,2457520,103,-2,1798,-3,156,12,1000000.0,96,5,96,31,83,111731,2,1,5,8,False,3,999,1493607.302,9500000.0,130248.0,1.87,1
7707,2457439,2457520,104,-2,1798,2073980,385,11,1250000.0,96,5,255,2885,613,134253,3,2,1,9,False,3,999,1185303.845,6000000.0,24100.0,2.91,1
2564,2457630,2457724,1,-2,1798,-3,156,12,1000000.0,96,5,101,5726,515,200517,4,1,5,8,False,3,999,1509375.0,9000000.0,100000.0,2.46,1
9855,2457513,2457551,111,-2,1798,-3,156,12,2000000.0,96,5,152,1463,2168,164523,3,1,5,8,False,3,999,382901.6512,1000000.0,50000.0,1.4,1
1934,2457325,2457416,4,-2,1798,-3,156,12,2000000.0,96,5,200,1270,1668,100242,2,1,5,8,False,3,999,1108582.249,1500000.0,217400.0,1.25,1
5950,2457374,2457458,103,-2,1798,-3,156,12,1500000.0,96,5,78,2008,1562,55933,1,1,5,8,False,3,999,292538.3774,1500000.0,31500.0,1.45,1
1268,2457595,2457686,2,-2,1798,-3,156,12,1500000.0,96,5,51,24,112,164136,3,1,5,8,False,3,999,7948597.607999999,63500000.0,150000.0,2.13,1
3852,2457445,2457534,93,-2,1798,1412685,238,9,2450000.0,96,5,89,5384,613,184409,4,2,1,9,False,3,999,633376.23,56161050.0,12000.0,2.34,1
4997,2457434,2457466,111,-2,1798,1869622,385,11,1250000.0,96,5,293,2096,613,82151,2,2,1,9,False,3,999,510643.3333,1000000.0,147850.0,1.6,1
12986,2457431,2457476,93,-2,1798,-3,440,15,7000000.0,96,5,8,179,103,121425,3,1,5,8,False,3,999,948480.1739,26458442.0,75000.0,2.95,1
10211,2457534,2457571,93,-2,1798,3093542,159,19,37500000.0,96,5,128,5160,613,201839,4,2,1,9,False,3,999,19635989.95,75000000.0,25000.0,2.45,1
7684,2457637,2457697,93,-2,1798,358235,26,10,2500000.0,96,5,75,4835,613,63506,2,2,1,9,False,3,999,1991176.471,70000000.0,29200.0,2.37,1
5806,2457341,2457390,4,-2,1798,-3,159,12,1250000.0,96,5,35,112,261,104023,2,1,5,8,False,3,999,6828647.765,25000000.0,500000.0,1.33,1
4398,2457496,2457541,111,-2,1798,-3,156,12,1250000.0,96,5,128,7714,1004,175340,3,1,5,8,False,3,999,1084155.325,6000000.0,500000.0,3.25,1
12217,2457402,2457407,0,-2,1798,2083194,159,19,300000.0,96,5,293,2950,613,175653,3,2,1,9,False,3,999,2787761.354,5000000.0,500000.0,3.56,1
9421,2457311,2457313,93,-2,1798,1944883,26,10,1250000.0,96,5,128,2578,613,122600,3,2,1,9,False,3,999,1630617.39,10000000.0,25000.0,1.52,1
4223,2457558,2457621,93,-2,1798,-3,156,12,1000000.0,96,5,8,4,5,120358,3,1,5,8,False,3,999,2593883.75,6390000.0,25000.0,1.85,1
1999,2457582,2457598,2,-2,1798,2687662,26,10,1500000.0,96,5,128,4276,613,143341,3,2,1,9,False,3,999,24666666.67,100000000.0,75000000.0,1.94,1
9801,2457525,2457573,93,-2,1798,709445,385,11,2500000.0,96,5,265,5084,613,151618,3,2,1,9,False,3,999,833942.5667,5000000.0,200000.0,1.54,1
13973,2457509,2457601,4,-2,1798,-3,156,12,1250000.0,96,5,93,5662,1399,181249,4,1,5,8,False,3,999,2556933.472,24537500.0,200000.0,3.2,1
5195,2457439,2457452,111,-2,1798,1048724,385,11,1250000.0,96,5,60,319,613,103439,2,2,1,9,False,3,999,1555746.004,2500000.0,500000.0,2.52,1
9239,2457562,2457570,0,-2,1798,-3,156,12,1250000.0,96,5,241,5670,1652,131034,3,1,5,8,False,3,999,1136526.037,5500000.0,77515.0,2.36,1
919,2457456,2457481,93,-2,1798,1911043,26,10,500000.0,96,5,63,2538,613,221929,4,2,1,9,False,3,999,1405783.104,25000000.0,25000.0,3.3,1
122,2457323,2457324,111,603443,661,2814117,58,6,983000.0,96,5,293,5984,1096,180514,4,2,2,4,False,3,999,813872.25,7000000.0,93400.0,1.68,1
550,2457540,2457629,111,-2,1798,1199634,26,10,50000.0,96,5,241,569,613,72113,2,2,1,9,False,3,999,273771.6705,4430000.0,50000.0,1.59,1
5500,2457624,2457688,0,-2,1798,3346931,159,19,5688000.0,96,5,69,8629,613,111117,2,2,1,9,False,3,999,2512178.2180000003,5000000.0,1000000.0,1.44,1
715,2457634,2457684,93,-2,1798,-3,156,12,2000000.0,96,5,128,7785,1980,175249,3,1,5,8,False,3,999,620923.2892,8000000.0,39300.0,2.95,1
449,2457406,2457482,111,-2,1798,-3,156,12,1000000.0,96,5,91,5725,507,201904,4,1,5,8,False,3,999,692616.6667,6400000.0,60000.0,1.34,1
8465,2457507,2457592,0,-2,1798,508589,26,10,1250000.0,96,5,128,4975,613,3028,1,2,1,9,False,3,999,990849.2615,25000000.0,50000.0,1.56,1
13395,2457571,2457632,4,-2,1798,2618902,385,11,650000.0,96,5,206,4195,613,214850,4,2,1,9,False,3,999,1431667.604,2592200.0,500000.0,1.44,1
13471,2457649,2457724,104,-2,1798,-3,156,12,900000.0,96,5,203,5657,1692,205218,4,1,5,8,False,3,999,695758.2609,2000000.0,100000.0,1.5,1
2473,2457592,2457601,0,-2,1798,1591900,301,16,550000.0,96,5,152,1959,613,83453,2,2,1,9,False,3,999,347937.1789,1000000.0,56601.0,1.33,1
5870,2457302,2457345,0,-2,1798,1221359,26,10,2500000.0,96,5,128,499,613,185830,4,2,1,9,False,3,999,737313.4615,5000000.0,50000.0,1.7,1
6718,2457548,2457554,93,-2,1798,1453255,159,19,1600000.0,96,5,128,1451,613,190102,4,2,1,9,False,3,999,1934595.428,10000000.0,200000.0,1.9,1
3743,2457576,2457668,5,-2,1798,-3,156,12,500000.0,96,5,9,152,84,74337,2,1,5,8,False,3,999,1025956.818,9000000.0,24000.0,2.26,1
10063,2457403,2457496,103,-2,1798,2787948,26,10,750000.0,96,5,265,4365,613,134718,3,2,1,9,False,3,999,893421.0526,2500000.0,60000.0,1.26,1
5451,2457534,2457580,2,-2,1798,-3,156,12,2500000.0,96,5,128,4866,1115,161411,3,1,5,8,False,3,999,3485247.863,20000000.0,100000.0,3.94,1
2557,2457558,2457566,93,-2,1798,3186008,238,9,2150000.0,96,5,128,8414,613,103016,2,2,1,9,False,3,999,0.0,0.0,0.0,0.0,1
1813,2457385,2457463,111,-2,1798,2393471,26,10,200000.0,96,5,128,3763,613,163957,3,2,1,9,False,3,999,0.0,0.0,0.0,0.0,1
11268,2457549,2457628,103,-2,1798,-3,156,12,1500000.0,96,5,255,1466,2168,211811,4,1,5,8,False,3,999,1203335.632,10000000.0,100000.0,1.26,1
9407,2457431,2457428,104,-2,1798,2686842,26,10,1800000.0,96,5,256,8491,613,144448,3,2,1,9,False,3,999,958729.0612,1500000.0,94950.0,1.64,1
5671,2457539,2457624,0,-2,1798,1178689,385,11,1000000.0,96,5,259,438,613,144424,3,2,1,9,False,3,999,1355000.0,2500000.0,1250000.0,5.0,1
13525,2457566,2457618,104,-2,1798,2876770,238,9,200000.0,96,5,265,5339,613,104559,2,2,1,9,False,3,999,66666.66667,100000.0,50000.0,1.67,1
14626,2457653,2457744,104,-2,1798,2180885,385,11,200000.0,96,5,241,3271,613,201134,4,2,1,9,False,3,999,660440.9186,3500000.0,100000.0,1.78,1
5733,2457641,2457731,111,-2,1798,1354408,26,10,700000.0,96,5,75,922,613,220541,4,2,1,9,False,3,999,1228742.869,25000000.0,26500.0,2.71,1
13908,2457393,2457476,93,-2,1798,-3,156,12,1000000.0,96,5,265,5653,1386,185411,4,1,5,8,False,3,999,936319.573,2500000.0,100000.0,2.0,1
2704,2457570,2457638,103,-2,1798,-3,156,12,800000.0,96,5,105,7768,508,92738,2,1,5,8,False,3,999,610360.0,2000000.0,23500.0,1.45,1
10331,2457624,2457716,104,-2,1798,-3,156,12,1250000.0,96,5,8,84,178,145343,3,1,5,8,False,3,999,2211205.73,15000000.0,147000.0,2.17,1
14065,2457374,2457465,0,-2,1798,-3,440,15,10000000.0,96,5,128,5225,320,110640,2,1,5,8,False,3,999,1412310.625,6760000.0,50000.0,2.64,1
8878,2457662,2457752,104,-2,1798,3439697,26,10,1250000.0,96,5,86,4598,613,112314,2,2,1,9,False,3,999,543333.3333,5000000.0,50000.0,2.54,1
10267,2457517,2457576,111,-2,1798,-3,156,12,900000.0,96,5,101,7747,1004,150254,3,1,5,8,False,3,999,1031508.142,9726005.0,26500.0,2.57,1
1267,2457595,2457638,111,-2,1798,-3,156,12,2500000.0,96,5,241,1736,1135,154253,3,1,5,8,False,3,999,1817391.571,8670000.0,51600.0,1.7,1
7839,2457298,2457372,111,-2,1798,142047,301,16,13034000.0,96,5,217,3345,613,62322,2,2,1,9,False,3,999,1616842.572,5000000.0,100000.0,1.29,1
9897,2457600,2457672,111,-2,1798,-3,158,12,1500000.0,96,5,51,24,614,164355,3,1,5,8,False,3,999,1343890.676,3000000.0,100000.0,2.07,1
10421,2457486,2457561,0,-2,1798,234204,385,11,2500000.0,96,5,203,4557,613,193735,4,2,1,9,False,3,999,1500000.0,2600000.0,500000.0,1.39,1
251,2457431,2457445,111,-2,1798,-3,156,12,1250000.0,96,5,8,139,181,161353,3,1,5,8,False,3,999,771564.0,8315000.0,21200.0,6.28,1
12198,2457394,2457448,111,-2,1798,-3,440,15,5000000.0,96,5,1,274,2048,83622,2,1,5,8,False,3,999,655099.7807,2500000.0,50000.0,1.5,1
1119,2457640,2457731,111,-2,1798,2632329,26,10,200000.0,96,5,128,4250,613,81410,2,2,1,9,False,3,999,227933.3333,3027285.0,22100.0,1.82,1
10806,2457578,2457670,111,-2,1798,-3,156,12,500000.0,96,5,75,1359,716,85302,2,1,5,8,False,3,999,2370667.815,50000000.0,50000.0,1.95,1
4258,2457592,2457678,111,-2,1798,3145743,301,16,4230000.0,96,5,132,4511,613,143700,3,2,1,9,False,3,999,330095.8478,1525000.0,39922.0,1.58,1
291,2457414,2457480,4,-2,1798,2883875,26,10,2500000.0,96,5,128,4431,613,114542,2,2,1,9,False,3,999,4806585.826,24504480.0,1000000.0,1.94,1
13405,2457554,2457637,111,-2,1798,42,147,3,55880.0,96,5,75,3261,613,133458,3,2,1,9,False,3,999,413854.1789,2500000.0,24000.0,1.53,1
640,2457654,2457744,104,-2,1798,1185214,159,19,736000.0,96,5,128,493,613,123617,3,2,1,9,False,3,999,548845.625,1100000.0,100000.0,1.33,1
8730,2457419,2457467,104,-2,1798,67385,385,11,2500000.0,96,5,96,2525,613,183313,4,2,1,9,False,3,999,183333.3333,1250000.0,20300.0,1.56,1
11842,2457471,2457526,111,-2,1798,-3,156,12,2000000.0,96,5,128,1854,2167,215955,4,1,5,8,False,3,999,1926119.4030000002,20000000.0,99900.0,1.38,1
10324,2457603,2457634,111,-2,1798,-3,156,12,2500000.0,96,5,59,5720,1378,93152,2,1,5,8,False,3,999,1050000.0,11778800.0,26500.0,3.35,1
7370,2457464,2457531,4,-2,1798,2448890,159,19,8000000.0,96,5,128,3975,613,115302,2,2,1,9,False,3,999,3808377.128,17115000.0,100000.0,2.46,1
7260,2457640,2457719,3,-2,1798,1558579,26,10,50000.0,96,5,256,1518,613,220454,4,2,1,9,False,3,999,149041.6667,500000.0,36250.0,1.3,1
5235,2457471,2457533,111,-2,1798,-3,156,12,500000.0,96,5,8,49,174,165108,3,1,5,8,False,3,999,3463989.727,18000000.0,10000.0,3.88,1
4665,2457414,2457480,1,-2,1798,2883875,385,11,1250000.0,96,5,128,4341,613,123051,3,2,1,9,False,3,999,628800.0,2500000.0,28500.0,1.79,1
11668,2457314,2457325,111,-2,1798,-3,156,12,1250000.0,96,5,8,119,168,185036,4,1,5,8,False,3,999,516071.4286,2500000.0,25000.0,1.24,1
14095,2457459,2457517,103,-2,1798,2689432,238,9,4800000.0,96,5,128,8391,613,121558,3,2,1,9,False,3,999,832717.9487,1340000.0,250000.0,1.71,1
2146,2457510,2457589,104,-2,1798,3061292,238,9,28700.0,96,5,128,8026,613,4745,1,2,1,9,False,3,999,171052.6316,450000.0,12000.0,1.46,1
2036,2457546,2457625,0,-2,1798,1562423,385,11,1250000.0,96,5,128,1777,613,130049,3,2,1,9,False,3,999,1355000.0,2592200.0,173455.0,2.44,1
10725,2457642,2457704,104,-2,1798,1366344,26,10,200000.0,96,5,265,965,613,55631,1,2,1,9,False,3,999,200285.2604,1000000.0,25900.0,1.31,1
8112,2457369,2457448,111,-2,1798,1820967,26,10,1250000.0,96,5,65,2229,613,120249,3,2,1,9,False,3,999,244865.125,1200000.0,6500.0,1.25,1
5227,2457649,2457664,93,-2,1798,1522463,385,11,1250000.0,96,5,244,1621,613,141044,3,2,1,9,False,3,999,3394810.3880000003,69900000.0,20000.0,3.6,1
9542,2457511,2457604,104,-2,1798,1342214,385,11,1250000.0,96,5,249,855,613,163819,3,2,1,9,False,3,999,470787.234,2700000.0,25000.0,1.72,1
14392,2457410,2457501,111,-2,1798,2156596,301,16,1200000.0,96,5,128,3150,613,121301,3,2,1,9,False,3,999,2232812.5,15000000.0,50000.0,4.27,1
4938,2457472,2457562,111,-2,1798,2551752,26,10,300000.0,96,5,128,4055,613,150330,3,2,1,9,False,3,999,991271.6667,8055000.0,26500.0,2.57,1
11266,2457634,2457731,111,-2,1798,179446,301,16,3800000.0,96,5,155,3980,613,122655,3,2,1,9,False,3,999,326720.3684,1500000.0,25400.0,1.73,1
12133,2457589,2457677,93,-2,1798,-3,158,12,1250000.0,96,5,133,7789,2165,183513,4,1,5,8,False,3,999,1790615.226,19000000.0,100000.0,2.48,1
10272,2457313,2457410,4,-2,1798,-3,156,12,1200000.0,96,5,208,1290,1668,81145,2,1,5,8,False,3,999,2373577.4069999997,5000000.0,500000.0,3.57,1
11766,2457571,2457589,111,-2,1798,-3,156,12,1500000.0,96,5,152,1463,2168,230611,4,1,5,8,False,3,999,1863980.7969999998,10000000.0,20625.0,2.9,1
7927,2457540,2457614,103,-2,1798,2046310,26,10,1250000.0,96,5,128,2867,613,14141,1,2,1,9,False,3,999,1087929.14,5510000.0,30900.0,1.17,1
496,2457583,2457664,104,-2,1798,1919585,26,10,100000.0,96,5,128,2549,613,130914,3,2,1,9,False,3,999,156715.8103,800000.0,25300.0,1.62,1
11587,2457375,2457451,93,-2,1798,-3,156,12,2000000.0,96,5,51,18,614,191940,4,1,5,8,False,3,999,2483053.596,41800000.0,51500.0,3.41,1
11238,2457337,2457369,0,-2,1798,-3,156,12,2500000.0,96,5,51,9,614,130251,3,1,5,8,False,3,999,1950064.726,15000000.0,95000.0,1.33,1
297,2457530,2457606,111,-2,1798,3105437,26,10,1200000.0,96,5,128,8210,613,91524,2,2,1,9,False,3,999,446787.5778,3000000.0,39000.0,1.62,1
2853,2457633,2457722,111,31315,985,2024435,58,6,53640.0,96,5,70,5789,1506,175508,3,2,2,4,False,3,999,836701.3659,4500000.0,25700.0,1.66,1
12566,2457508,2457578,0,-2,1798,-3,156,12,1250000.0,96,5,8,96,161,154027,3,1,5,8,False,3,999,1343814.583,10000000.0,50000.0,3.0,1
8194,2457467,2457476,2,-2,1798,1244973,385,11,2500000.0,96,5,128,660,613,141412,3,2,1,9,False,3,999,7948597.607999999,67865000.0,490000.0,2.13,1
7718,2457609,2457705,93,-2,1798,1470056,385,11,2000000.0,96,5,128,1497,613,135237,3,2,1,9,False,3,999,695916.6667,750000.0,500000.0,1.0,1
6296,2457312,2457398,103,-2,1798,2438260,385,11,500000.0,96,5,128,3855,613,142907,3,2,1,9,False,3,999,469027.0222,2500000.0,20800.0,1.5,1
9698,2457529,2457590,103,-2,1798,2018536,301,16,10000000.0,96,5,244,2789,613,163013,3,2,1,9,False,3,999,958557.8793,3600000.0,25000.0,2.36,1
6397,2457501,2457501,1,-2,1798,2914211,147,3,4700000.0,96,5,128,4456,613,143842,3,2,1,9,False,3,999,956251.9038,2829000.0,60000.0,1.23,1
13917,2457606,2457671,103,-2,1798,1174157,26,10,1400000.0,96,5,128,644,613,62254,2,2,1,9,False,3,999,602682.08,2500000.0,100000.0,1.46,1
9415,2457459,2457546,104,-2,1798,163749,385,11,1000000.0,96,5,128,3911,613,212828,4,2,1,9,False,3,999,435206.9333,1304650.0,50000.0,1.42,1
5379,2457621,2457675,111,-2,1798,-3,156,12,500000.0,96,5,114,7791,1361,215544,4,1,5,8,False,3,999,1299993.183,9500000.0,100000.0,1.37,1
194,2457649,2457743,111,-2,1798,1185214,385,11,2500000.0,96,5,265,475,613,101313,2,2,1,9,False,3,999,2227785.714,12659000.0,100000.0,2.54,1
4178,2457497,2457533,93,-2,1798,1589294,26,10,1250000.0,96,5,128,1950,613,165726,3,2,1,9,False,3,999,2074680.708,32000000.0,101500.0,1.8,1
3102,2457628,2457722,1,-2,1798,1230930,385,11,2500000.0,96,5,128,5108,613,140726,3,2,1,9,False,3,999,2424590.735,15000000.0,100000.0,4.93,1
437,2457458,2457481,1,-2,1798,331430,385,11,2000000.0,96,5,128,4819,613,65249,2,2,1,9,False,3,999,757382.2909,7000000.0,25000.0,1.42,1
4612,2457544,2457585,111,-2,1798,1224647,385,11,1000000.0,96,5,128,609,613,221832,4,2,1,9,False,3,999,915070.6679,5000000.0,67510.0,1.54,1
10355,2457450,2457536,0,326010,1400,2158894,58,6,660000.0,96,5,259,7231,2076,45038,1,2,2,4,False,3,999,823644.4412,3373260.0,50000.0,2.88,1
9483,2457375,2457464,111,-2,1798,1820975,159,19,1500000.0,96,5,65,2233,613,105847,2,2,1,9,False,3,999,1777594.504,2500000.0,400000.0,2.52,1
6231,2457563,2457613,111,-2,1798,2351265,238,9,2300000.0,96,5,128,5586,613,71229,2,2,1,9,False,3,999,594617.9545,1250000.0,100000.0,1.4,1
248,2457662,2457723,132,-2,1798,2142716,161,17,1750000.0,96,5,128,2970,613,205229,4,2,1,9,False,3,999,556833.6098,1500000.0,50000.0,1.75,1
13804,2457539,2457615,1,-2,1798,282139,385,11,500000.0,96,5,128,4714,613,144424,3,2,1,9,False,3,999,453826.2,3000000.0,34979.0,1.68,1
2465,2457592,2457645,111,-2,1798,2331560,26,10,400000.0,96,5,70,3489,613,65548,2,2,1,9,False,3,999,0.0,0.0,0.0,0.0,1
7784,2457644,2457735,111,-2,1798,-3,156,12,2500000.0,96,5,89,1462,1727,174113,3,1,5,8,False,3,999,1451954.892,9500000.0,65000.0,1.2,1
9504,2457524,2457525,111,-2,1798,181,147,3,500000.0,96,5,128,2979,613,175452,3,2,1,9,False,3,999,0.0,0.0,0.0,0.0,1
6807,2457440,2457515,2,-2,1798,81969,385,11,2500000.0,96,5,75,3794,613,142518,3,2,1,9,False,3,999,3529663.6610000003,20000000.0,1.0,3.13,1
7823,2457615,2457707,93,-2,1798,234204,26,10,1000000.0,96,5,259,4521,613,237,1,2,1,9,False,3,999,2171907.099,28555000.0,100000.0,3.12,1
1123,2457605,2457662,111,-2,1798,1930197,301,16,1200000.0,96,5,128,2511,613,92124,2,2,1,9,False,3,999,1071138.06,17000000.0,26500.0,1.69,1
447,2457655,2457748,103,-2,1798,1638278,385,11,100000.0,96,5,162,2051,613,201134,4,2,1,9,False,3,999,197575.0,1500000.0,34347.0,1.3,1
11878,2457661,2457752,104,-2,1798,2142716,385,11,1000000.0,96,5,265,2970,613,94321,2,2,1,9,False,3,999,964318.75,1400000.0,300000.0,1.71,1
8538,2457408,2457478,0,-2,1798,1602647,26,10,1000000.0,96,5,293,1872,613,15409,1,2,1,9,False,3,999,1159722.222,2500000.0,300000.0,2.17,1
8809,2457536,2457627,111,-2,1798,-3,156,12,100000.0,96,5,51,259,259,165742,3,1,5,8,False,3,999,972969.5652,7000000.0,27700.0,1.54,1
663,2457563,2457613,103,-2,1798,1431419,385,11,1250000.0,96,5,128,1299,613,155419,3,2,1,9,False,3,999,850000.0,2500000.0,50000.0,1.55,1
9826,2457426,2457469,111,-2,1798,-3,440,15,50000000.0,96,5,8,36,28,72426,2,1,5,8,False,3,999,8249704.194,50000000.0,66100.0,2.31,1
12167,2457541,2457633,111,-2,1798,-3,156,12,2200000.0,96,5,8,118,262,114224,2,1,5,8,False,3,999,2232812.5,15000000.0,200000.0,3.05,1
