X;id_tanggal_transaksi_awal;tanggal_transaksi_awal;tipe_kartu;id_merchant;nama_merchant;tipe_mesin;tipe_transaksi;nama_transaksi;nilai_transaksi;id_negara;nama_negara;nama_kota;lokasi_mesin;pemilik_mesin;waktu_transaksi;kuartal_transaksi;kepemilikan_kartu;nama_channel;id_channel;flag_transaksi_finansial;status_transaksi;bank_pemilik_kartu;rata_rata_nilai_transaksi;maksimum_nilai_transaksi;minimum_nilai_transaksi;rata_rata_jumlah_transaksi;flag_transaksi_fraud;grouped_time;selisih_transaksi
944;2457305;2457349;4;-2;1798;2432938;385;11;1250000;96;5;128;3848;613;200915;4;2;1;9;FALSE;3;999;2713873,73;15000000;237000;2,1;1;3;1463873,73
5327;2457641;2457732;111;-2;1798;2031753;26;10;1000000;96;5;203;2811;613;104649;2;2;1;9;FALSE;3;999;1028473,077;3000000;26500;1,79;1;2;28473,077
13620;2457426;2457474;93;-2;1798;-3;156;12;1000000;96;5;265;7833;1367;95947;2;1;5;8;FALSE;3;999;1706737,863;75000000;100000;6,26;1;2;706737,863
1;2457522;2457541;103;-2;1798;1379070;148;5;25000;96;5;128;1112;613;110404;2;2;1;9;FALSE;3;999;376260,0406;4485000;16000;1,48;1;2;351260,0406
673;2457402;2457464;0;-2;1798;222362;26;10;2500000;96;5;128;4151;613;180409;4;2;1;9;FALSE;3;999;759112,9688;8000000;30000;1,56;1;2;1740887,031
13722;2457493;2457586;104;-2;1798;-3;156;12;250000;96;5;128;7738;1348;113943;2;1;5;8;FALSE;3;999;129289;600000;15000;1,73;1;2;120711
526;2457427;2457461;104;-2;1798;-3;156;12;1250000;96;5;8;139;176;182627;4;1;5;8;FALSE;3;999;800000;5000000;50000;2,18;1;2;450000
9855;2457312;2457407;103;-2;1798;-3;156;12;1000000;96;5;11;194;179;75500;2;1;5;8;FALSE;3;999;1061585,366;2500000;25000;2,62;1;1;61585,366
6091;2457557;2457602;93;-2;1798;1421371;385;11;1250000;96;5;128;1309;613;135337;3;2;1;9;FALSE;3;999;1333879,098;20000000;30000;3,63;1;2;83879,098
12231;2457550;2457561;104;-2;1798;2039;159;19;500000;96;5;96;730;613;194857;4;2;1;9;FALSE;3;999;238656,25;1250000;20000;2,31;1;3;261343,75
6068;2457660;2457751;0;-2;1798;-3;156;12;300000;96;5;254;5656;1659;55844;1;1;5;8;FALSE;3;999;255588,0471;900000;38500;1,85;1;1;44411,9529
248;2457311;2457330;1;-2;1798;-3;156;12;100000;96;5;15;194;272;70452;2;1;5;8;FALSE;3;999;566533,3333;1046000;101090;1,2;1;1;466533,3333
13303;2457327;2457407;111;-2;1798;1814374;385;11;2500000;96;5;70;2196;613;104303;2;2;1;9;FALSE;3;999;666916,6667;1800000;100000;1,4;1;2;1833083,333
13335;2457414;2457454;104;-2;1798;1176268;26;10;1250000;96;5;265;508;613;173246;3;2;1;9;FALSE;3;999;272580,9091;1000000;100000;1;1;2;977419,0909
1417;2457568;2457626;93;-2;1798;-3;156;12;1000000;96;5;75;5658;329;145119;3;1;5;8;FALSE;3;999;2357568,312;40000000;50000;1,86;1;2;1357568,312
3852;2457509;2457560;0;-2;1798;2686826;301;16;10000000;96;5;128;4173;613;155455;3;2;1;9;FALSE;3;999;819011,5581;2220000;35100;2,13;1;2;9180988,442
4407;2457374;2457465;2;-2;1798;-3;156;12;2500000;96;5;128;5677;2392;152229;3;1;5;8;FALSE;3;999;2006942,405;15000000;25000;4,52;1;2;493057,595
1969;2457395;2457423;0;-2;1798;1889756;26;10;100000;96;5;265;2562;613;55955;1;2;1;9;FALSE;3;999;1965300,17;10000000;150000;1,64;1;1;1865300,17
7811;2457571;2457662;0;-2;1798;1877962;385;11;1250000;96;5;128;2442;613;90454;2;2;1;9;FALSE;3;999;1197057,813;2500000;41000;2,44;1;2;52942,187
12730;2457501;2457580;111;-2;1798;-3;156;12;1500000;96;5;152;2020;1395;115458;2;1;5;8;FALSE;3;999;1641211,811;10000000;25000;2,23;1;2;141211,811
14477;2457409;2457496;111;-2;1798;-3;156;12;1000000;96;5;59;7774;2149;94038;2;1;5;8;FALSE;3;999;632188,8485;1000000;500000;1,09;1;2;367811,1515
6796;2457376;2457457;103;-2;1798;-3;156;12;1500000;96;5;270;5667;2030;105656;2;1;5;8;FALSE;3;999;1808152,683;25000000;60000;2;1;2;308152,683
13069;2457630;2457720;111;-2;1798;2331564;385;11;1250000;96;5;60;3441;613;101324;2;2;1;9;FALSE;3;999;653370,4028;7000000;11500;2,95;1;2;596629,5972
7151;2457640;2457637;111;-2;1798;2164953;385;11;1250000;96;5;265;3032;613;105422;2;2;1;9;FALSE;3;999;1818789,474;8170000;51600;1,2;1;2;568789,474
14980;2457340;2457411;0;-2;1798;2574185;385;11;1000000;96;5;128;4084;613;170210;3;2;1;9;FALSE;3;999;819011,5581;7000000;25000;1,89;1;2;180988,4419
4701;2457509;2457600;93;-2;1798;-3;158;12;2500000;96;5;214;5582;1395;151616;3;1;5;8;FALSE;3;999;858868,0488;5500000;31500;1,17;1;2;1641131,951
1687;2457590;2457670;111;-2;1798;506848;385;11;1200000;96;5;128;4949;613;115603;2;2;1;9;FALSE;3;999;820036,787;6744913;71500;1,66;1;2;379963,213
14555;2457403;2457496;93;-2;1798;1357670;385;11;1250000;96;5;259;808;613;163756;3;2;1;9;FALSE;3;999;1258062,519;6512500;25000;1,64;1;2;8062,519
11146;2457306;2457379;103;-2;1798;1889751;385;11;1000000;96;5;128;2454;613;220735;4;2;1;9;FALSE;3;999;493779,128;1250000;223125;2,96;1;1;506220,872
14000;2457419;2457504;111;-2;1798;-3;156;12;900000;96;5;86;293;573;222239;4;1;5;8;FALSE;3;999;813345,8662;4500000;50000;2,5;1;1;86654,1338
14998;2457662;2457687;111;-2;1798;1490215;159;19;33500000;96;5;265;1617;613;161706;3;2;1;9;FALSE;3;999;668008,3409;5000000;10000;2,34;1;2;32831991,66
3516;2457510;2457569;104;-2;1798;3095449;161;17;25000;96;5;128;8080;613;31840;1;2;1;9;FALSE;3;999;272580,9091;2500000;25000;2,13;1;1;247580,9091
12431;2457654;2457745;104;424508;239;2419094;58;6;268700;96;5;128;6906;580;201933;4;2;2;4;FALSE;3;999;502246,2308;5000000;18600;2,7;1;3;233546,2308
5248;2457440;2457528;111;-2;1798;2337117;26;10;2500000;96;5;265;3567;613;152957;3;2;1;9;FALSE;3;999;1914436,709;10000000;200000;1,9;1;2;585563,291
14666;2457437;2457504;4;-2;1798;2849097;26;10;1250000;96;5;128;4341;613;120307;3;2;1;9;FALSE;3;999;2156560,994;22724000;100000;1,6;1;2;906560,994
6946;2457450;2457545;104;-2;1798;1337329;385;11;1000000;96;5;128;803;613;221832;4;2;1;9;FALSE;3;999;433792,3729;1250000;100000;1,37;1;1;566207,6271
11887;2457652;2457745;3;-2;1798;-3;156;12;5238168;96;5;89;5720;499;63506;2;1;5;8;FALSE;3;999;2382324,27;12100000;201500;3,09;1;1;2855843,73
3558;2457662;2457753;104;-2;1798;-3;156;12;100000;96;5;128;7837;515;180729;4;1;5;8;FALSE;3;999;660440,9186;2500000;20400;1,77;1;2;560440,9186
13000;2457601;2457680;103;-2;1798;-3;156;12;900000;96;5;271;7735;1390;123756;3;1;5;8;FALSE;3;999;606334,7708;5000000;20000;3,61;1;2;293665,2292
10086;2457650;2457746;4;-2;1798;-3;156;12;5221584;73;15;246;5714;2619;132215;3;1;3;8;FALSE;3;999;2570926,286;13500000;274000;1,38;1;2;2650657,714
14487;2457568;2457632;111;-2;1798;-3;156;12;1250000;96;5;265;1736;1367;124331;3;1;5;8;FALSE;3;999;775110;18000000;26500;3,75;1;2;474890
2977;2457530;2457602;103;-2;1798;1947557;385;11;1250000;96;5;128;2639;613;93151;2;2;1;9;FALSE;3;999;907081,4433;3500000;17067;1,57;1;2;342918,5567
2647;2457411;2457501;93;-2;1798;2373799;26;10;2500000;96;5;265;3728;613;141251;3;2;1;9;FALSE;3;999;1570651,563;10000000;25000;4,1;1;2;929348,437
13970;2457347;2457406;111;-2;1798;2351274;26;10;1000000;96;5;75;3611;613;82544;2;2;1;9;FALSE;3;999;773166,7349;4000000;72000;1,38;1;2;226833,2651
11316;2457413;2457491;1;-2;1798;1048724;301;16;5000000;96;5;244;4907;613;114023;2;2;1;9;FALSE;3;999;385077,2683;1250000;20000;1,17;1;2;4614922,732
3235;2457647;2457660;104;-2;1798;1608871;159;19;1800000;96;5;239;2048;613;140709;3;2;1;9;FALSE;3;999;325000;1000000;100000;1,25;1;2;1475000
2647;2457603;2457664;111;-2;1798;-3;156;12;2500000;96;5;86;7785;1590;151319;3;1;5;8;FALSE;3;999;1454234,516;6000000;85000;1,9;1;2;1045765,484
12509;2457647;2457702;5;-2;1798;-3;156;12;3000000;73;15;175;8697;1407;83305;2;1;3;8;FALSE;3;999;1575392,959;10000000;100000;2,59;1;2;1424607,041
8206;2457654;2457746;103;-2;1798;1564130;159;19;1800000;96;5;128;1820;613;115831;2;2;1;9;FALSE;3;999;1722147,059;1900000;1250000;2,36;1;2;77852,941
13070;2457452;2457493;103;-2;1798;-3;156;12;1250000;96;5;8;92;127;152916;3;1;5;8;FALSE;3;999;832717,9487;5000000;100000;1,97;1;2;417282,0513
10981;2457561;2457625;103;-2;1798;1457808;159;19;9971000;96;5;60;1454;613;131757;3;2;1;9;FALSE;3;999;1604743,542;17860800;100000;2,45;1;2;8366256,458
14103;2457556;2457647;111;-2;1798;-3;156;12;1500000;96;5;128;1467;2423;164523;3;1;5;8;FALSE;3;999;634416,0329;4203180;26500;1,58;1;2;865583,9671
1254;2457475;2457487;111;-2;1798;2295922;26;10;700000;96;5;128;3376;613;193032;4;2;1;9;FALSE;3;999;630769,2308;1000000;76500;1,33;1;3;69230,7692
3758;2457322;2457355;111;-2;1798;581;301;16;5000000;96;5;128;2531;613;93621;2;2;1;9;FALSE;3;999;316165,7232;1000000;68460;3,33;1;2;4683834,277
7349;2457439;2457487;93;-2;1798;2073725;385;11;1250000;96;5;265;2919;613;81814;2;2;1;9;FALSE;3;999;1667486,667;20000000;50000;4,15;1;2;417486,667
8862;2457510;2457588;111;-2;1798;1250841;26;10;1250000;96;5;128;704;613;222202;4;2;1;9;FALSE;3;999;1863980,797;7500000;51600;2,43;1;1;613980,797
13548;2457624;2457667;0;-2;1798;-3;156;12;2500000;96;5;70;5643;2229;232531;4;1;5;8;FALSE;3;999;701562,5;15000000;11000;1,24;1;1;1798437,5
2379;2457510;2457515;93;-2;1798;1250840;159;19;1150000;96;5;72;706;613;221056;4;2;1;9;FALSE;3;999;1934595,428;30000000;100000;1,8;1;1;784595,428
10423;2457641;2457645;103;-2;1798;-3;156;12;1000000;96;5;128;5665;1980;133135;3;1;5;8;FALSE;3;999;432153,254;2500000;10000;2,73;1;2;567846,746
7858;2457355;2457443;93;-2;1798;-3;156;12;1200000;96;5;128;5645;2005;221850;4;1;5;8;FALSE;3;999;2356360,717;23851400;100000;1,63;1;1;1156360,717
12375;2457599;2457598;104;600594;19;2788599;58;6;1450000;96;5;75;6721;285;85326;2;2;2;4;FALSE;3;999;238342,3333;1000000;2000;1,8;1;2;1211657,667
5349;2457639;2457719;103;-2;1798;3350549;385;11;2000000;96;5;239;8614;613;80454;2;2;1;9;FALSE;3;999;341704,5455;500000;200000;1,21;1;2;1658295,455
10710;2457540;2457553;111;-2;1798;-3;156;12;2500000;96;5;60;3800;2409;170809;3;1;5;8;FALSE;3;999;1009242,474;5380000;23350;1,41;1;2;1490757,526
8664;2457660;2457746;132;-2;1798;-3;156;12;2500000;96;5;39;107;149;123100;3;1;5;8;FALSE;3;999;3193168,84;20000000;49000;3,07;1;2;693168,84
378;2457657;2457740;104;-2;1798;-3;156;12;1500000;96;5;70;5716;1365;105749;2;1;5;8;FALSE;3;999;734829,6585;2500000;175194;1,18;1;2;765170,3415
14783;2457441;2457520;103;-2;1798;-3;156;12;1000000;96;5;96;31;83;111731;2;1;5;8;FALSE;3;999;1493607,302;9500000;130248;1,87;1;2;493607,302
7707;2457439;2457520;104;-2;1798;2073980;385;11;1250000;96;5;255;2885;613;134253;3;2;1;9;FALSE;3;999;1185303,845;6000000;24100;2,91;1;2;64696,155
2564;2457630;2457724;1;-2;1798;-3;156;12;1000000;96;5;101;5726;515;200517;4;1;5;8;FALSE;3;999;1509375;9000000;100000;2,46;1;3;509375
9855;2457513;2457551;111;-2;1798;-3;156;12;2000000;96;5;152;1463;2168;164523;3;1;5;8;FALSE;3;999;382901,6512;1000000;50000;1,4;1;2;1617098,349
1934;2457325;2457416;4;-2;1798;-3;156;12;2000000;96;5;200;1270;1668;100242;2;1;5;8;FALSE;3;999;1108582,249;1500000;217400;1,25;1;2;891417,751
5950;2457374;2457458;103;-2;1798;-3;156;12;1500000;96;5;78;2008;1562;55933;1;1;5;8;FALSE;3;999;292538,3774;1500000;31500;1,45;1;1;1207461,623
1268;2457595;2457686;2;-2;1798;-3;156;12;1500000;96;5;51;24;112;164136;3;1;5;8;FALSE;3;999;7948597,608;63500000;150000;2,13;1;2;6448597,608
3852;2457445;2457534;93;-2;1798;1412685;238;9;2450000;96;5;89;5384;613;184409;4;2;1;9;FALSE;3;999;633376,23;56161050;12000;2,34;1;2;1816623,77
4997;2457434;2457466;111;-2;1798;1869622;385;11;1250000;96;5;293;2096;613;82151;2;2;1;9;FALSE;3;999;510643,3333;1000000;147850;1,6;1;2;739356,6667
12986;2457431;2457476;93;-2;1798;-3;440;15;7000000;96;5;8;179;103;121425;3;1;5;8;FALSE;3;999;948480,1739;26458442;75000;2,95;1;2;6051519,826
10211;2457534;2457571;93;-2;1798;3093542;159;19;37500000;96;5;128;5160;613;201839;4;2;1;9;FALSE;3;999;19635989,95;75000000;25000;2,45;1;3;17864010,05
7684;2457637;2457697;93;-2;1798;358235;26;10;2500000;96;5;75;4835;613;63506;2;2;1;9;FALSE;3;999;1991176,471;70000000;29200;2,37;1;1;508823,529
5806;2457341;2457390;4;-2;1798;-3;159;12;1250000;96;5;35;112;261;104023;2;1;5;8;FALSE;3;999;6828647,765;25000000;500000;1,33;1;2;5578647,765
4398;2457496;2457541;111;-2;1798;-3;156;12;1250000;96;5;128;7714;1004;175340;3;1;5;8;FALSE;3;999;1084155,325;6000000;500000;3,25;1;2;165844,675
12217;2457402;2457407;0;-2;1798;2083194;159;19;300000;96;5;293;2950;613;175653;3;2;1;9;FALSE;3;999;2787761,354;5000000;500000;3,56;1;2;2487761,354
9421;2457311;2457313;93;-2;1798;1944883;26;10;1250000;96;5;128;2578;613;122600;3;2;1;9;FALSE;3;999;1630617,39;10000000;25000;1,52;1;2;380617,39
4223;2457558;2457621;93;-2;1798;-3;156;12;1000000;96;5;8;4;5;120358;3;1;5;8;FALSE;3;999;2593883,75;6390000;25000;1,85;1;2;1593883,75
1999;2457582;2457598;2;-2;1798;2687662;26;10;1500000;96;5;128;4276;613;143341;3;2;1;9;FALSE;3;999;24666666,67;100000000;75000000;1,94;1;2;23166666,67
9801;2457525;2457573;93;-2;1798;709445;385;11;2500000;96;5;265;5084;613;151618;3;2;1;9;FALSE;3;999;833942,5667;5000000;200000;1,54;1;2;1666057,433
13973;2457509;2457601;4;-2;1798;-3;156;12;1250000;96;5;93;5662;1399;181249;4;1;5;8;FALSE;3;999;2556933,472;24537500;200000;3,2;1;2;1306933,472
5195;2457439;2457452;111;-2;1798;1048724;385;11;1250000;96;5;60;319;613;103439;2;2;1;9;FALSE;3;999;1555746,004;2500000;500000;2,52;1;2;305746,004
9239;2457562;2457570;0;-2;1798;-3;156;12;1250000;96;5;241;5670;1652;131034;3;1;5;8;FALSE;3;999;1136526,037;5500000;77515;2,36;1;2;113473,963
919;2457456;2457481;93;-2;1798;1911043;26;10;500000;96;5;63;2538;613;221929;4;2;1;9;FALSE;3;999;1405783,104;25000000;25000;3,3;1;1;905783,104
122;2457323;2457324;111;603443;661;2814117;58;6;983000;96;5;293;5984;1096;180514;4;2;2;4;FALSE;3;999;813872,25;7000000;93400;1,68;1;2;169127,75
550;2457540;2457629;111;-2;1798;1199634;26;10;50000;96;5;241;569;613;72113;2;2;1;9;FALSE;3;999;273771,6705;4430000;50000;1,59;1;1;223771,6705
5500;2457624;2457688;0;-2;1798;3346931;159;19;5688000;96;5;69;8629;613;111117;2;2;1;9;FALSE;3;999;2512178,218;5000000;1000000;1,44;1;2;3175821,782
715;2457634;2457684;93;-2;1798;-3;156;12;2000000;96;5;128;7785;1980;175249;3;1;5;8;FALSE;3;999;620923,2892;8000000;39300;2,95;1;2;1379076,711
449;2457406;2457482;111;-2;1798;-3;156;12;1000000;96;5;91;5725;507;201904;4;1;5;8;FALSE;3;999;692616,6667;6400000;60000;1,34;1;3;307383,3333
8465;2457507;2457592;0;-2;1798;508589;26;10;1250000;96;5;128;4975;613;3028;1;2;1;9;FALSE;3;999;990849,2615;25000000;50000;1,56;1;1;259150,7385
13395;2457571;2457632;4;-2;1798;2618902;385;11;650000;96;5;206;4195;613;214850;4;2;1;9;FALSE;3;999;1431667,604;2592200;500000;1,44;1;3;781667,604
13471;2457649;2457724;104;-2;1798;-3;156;12;900000;96;5;203;5657;1692;205218;4;1;5;8;FALSE;3;999;695758,2609;2000000;100000;1,5;1;3;204241,7391
2473;2457592;2457601;0;-2;1798;1591900;301;16;550000;96;5;152;1959;613;83453;2;2;1;9;FALSE;3;999;347937,1789;1000000;56601;1,33;1;2;202062,8211
5870;2457302;2457345;0;-2;1798;1221359;26;10;2500000;96;5;128;499;613;185830;4;2;1;9;FALSE;3;999;737313,4615;5000000;50000;1,7;1;2;1762686,539
6718;2457548;2457554;93;-2;1798;1453255;159;19;1600000;96;5;128;1451;613;190102;4;2;1;9;FALSE;3;999;1934595,428;10000000;200000;1,9;1;3;334595,428
3743;2457576;2457668;5;-2;1798;-3;156;12;500000;96;5;9;152;84;74337;2;1;5;8;FALSE;3;999;1025956,818;9000000;24000;2,26;1;1;525956,818
10063;2457403;2457496;103;-2;1798;2787948;26;10;750000;96;5;265;4365;613;134718;3;2;1;9;FALSE;3;999;893421,0526;2500000;60000;1,26;1;2;143421,0526
5451;2457534;2457580;2;-2;1798;-3;156;12;2500000;96;5;128;4866;1115;161411;3;1;5;8;FALSE;3;999;3485247,863;20000000;100000;3,94;1;2;985247,863
2557;2457558;2457566;93;-2;1798;3186008;238;9;2150000;96;5;128;8414;613;103016;2;2;1;9;FALSE;3;999;0;0;0;0;1;2;2150000
1813;2457385;2457463;111;-2;1798;2393471;26;10;200000;96;5;128;3763;613;163957;3;2;1;9;FALSE;3;999;0;0;0;0;1;2;200000
11268;2457549;2457628;103;-2;1798;-3;156;12;1500000;96;5;255;1466;2168;211811;4;1;5;8;FALSE;3;999;1203335,632;10000000;100000;1,26;1;3;296664,368
9407;2457431;2457428;104;-2;1798;2686842;26;10;1800000;96;5;256;8491;613;144448;3;2;1;9;FALSE;3;999;958729,0612;1500000;94950;1,64;1;2;841270,9388
5671;2457539;2457624;0;-2;1798;1178689;385;11;1000000;96;5;259;438;613;144424;3;2;1;9;FALSE;3;999;1355000;2500000;1250000;5;1;2;355000
13525;2457566;2457618;104;-2;1798;2876770;238;9;200000;96;5;265;5339;613;104559;2;2;1;9;FALSE;3;999;66666,66667;100000;50000;1,67;1;2;133333,3333
14626;2457653;2457744;104;-2;1798;2180885;385;11;200000;96;5;241;3271;613;201134;4;2;1;9;FALSE;3;999;660440,9186;3500000;100000;1,78;1;3;460440,9186
5733;2457641;2457731;111;-2;1798;1354408;26;10;700000;96;5;75;922;613;220541;4;2;1;9;FALSE;3;999;1228742,869;25000000;26500;2,71;1;1;528742,869
13908;2457393;2457476;93;-2;1798;-3;156;12;1000000;96;5;265;5653;1386;185411;4;1;5;8;FALSE;3;999;936319,573;2500000;100000;2;1;2;63680,427
2704;2457570;2457638;103;-2;1798;-3;156;12;800000;96;5;105;7768;508;92738;2;1;5;8;FALSE;3;999;610360;2000000;23500;1,45;1;2;189640
10331;2457624;2457716;104;-2;1798;-3;156;12;1250000;96;5;8;84;178;145343;3;1;5;8;FALSE;3;999;2211205,73;15000000;147000;2,17;1;2;961205,73
14065;2457374;2457465;0;-2;1798;-3;440;15;10000000;96;5;128;5225;320;110640;2;1;5;8;FALSE;3;999;1412310,625;6760000;50000;2,64;1;2;8587689,375
8878;2457662;2457752;104;-2;1798;3439697;26;10;1250000;96;5;86;4598;613;112314;2;2;1;9;FALSE;3;999;543333,3333;5000000;50000;2,54;1;2;706666,6667
10267;2457517;2457576;111;-2;1798;-3;156;12;900000;96;5;101;7747;1004;150254;3;1;5;8;FALSE;3;999;1031508,142;9726005;26500;2,57;1;2;131508,142
1267;2457595;2457638;111;-2;1798;-3;156;12;2500000;96;5;241;1736;1135;154253;3;1;5;8;FALSE;3;999;1817391,571;8670000;51600;1,7;1;2;682608,429
7839;2457298;2457372;111;-2;1798;142047;301;16;13034000;96;5;217;3345;613;62322;2;2;1;9;FALSE;3;999;1616842,572;5000000;100000;1,29;1;1;11417157,43
9897;2457600;2457672;111;-2;1798;-3;158;12;1500000;96;5;51;24;614;164355;3;1;5;8;FALSE;3;999;1343890,676;3000000;100000;2,07;1;2;156109,324
10421;2457486;2457561;0;-2;1798;234204;385;11;2500000;96;5;203;4557;613;193735;4;2;1;9;FALSE;3;999;1500000;2600000;500000;1,39;1;3;1000000
251;2457431;2457445;111;-2;1798;-3;156;12;1250000;96;5;8;139;181;161353;3;1;5;8;FALSE;3;999;771564;8315000;21200;6,28;1;2;478436
12198;2457394;2457448;111;-2;1798;-3;440;15;5000000;96;5;1;274;2048;83622;2;1;5;8;FALSE;3;999;655099,7807;2500000;50000;1,5;1;2;4344900,219
1119;2457640;2457731;111;-2;1798;2632329;26;10;200000;96;5;128;4250;613;81410;2;2;1;9;FALSE;3;999;227933,3333;3027285;22100;1,82;1;2;27933,3333
10806;2457578;2457670;111;-2;1798;-3;156;12;500000;96;5;75;1359;716;85302;2;1;5;8;FALSE;3;999;2370667,815;50000000;50000;1,95;1;2;1870667,815
4258;2457592;2457678;111;-2;1798;3145743;301;16;4230000;96;5;132;4511;613;143700;3;2;1;9;FALSE;3;999;330095,8478;1525000;39922;1,58;1;2;3899904,152
291;2457414;2457480;4;-2;1798;2883875;26;10;2500000;96;5;128;4431;613;114542;2;2;1;9;FALSE;3;999;4806585,826;24504480;1000000;1,94;1;2;2306585,826
13405;2457554;2457637;111;-2;1798;42;147;3;55880;96;5;75;3261;613;133458;3;2;1;9;FALSE;3;999;413854,1789;2500000;24000;1,53;1;2;357974,1789
640;2457654;2457744;104;-2;1798;1185214;159;19;736000;96;5;128;493;613;123617;3;2;1;9;FALSE;3;999;548845,625;1100000;100000;1,33;1;2;187154,375
8730;2457419;2457467;104;-2;1798;67385;385;11;2500000;96;5;96;2525;613;183313;4;2;1;9;FALSE;3;999;183333,3333;1250000;20300;1,56;1;2;2316666,667
11842;2457471;2457526;111;-2;1798;-3;156;12;2000000;96;5;128;1854;2167;215955;4;1;5;8;FALSE;3;999;1926119,403;20000000;99900;1,38;1;3;73880,597
10324;2457603;2457634;111;-2;1798;-3;156;12;2500000;96;5;59;5720;1378;93152;2;1;5;8;FALSE;3;999;1050000;11778800;26500;3,35;1;2;1450000
7370;2457464;2457531;4;-2;1798;2448890;159;19;8000000;96;5;128;3975;613;115302;2;2;1;9;FALSE;3;999;3808377,128;17115000;100000;2,46;1;2;4191622,872
7260;2457640;2457719;3;-2;1798;1558579;26;10;50000;96;5;256;1518;613;220454;4;2;1;9;FALSE;3;999;149041,6667;500000;36250;1,3;1;1;99041,6667
5235;2457471;2457533;111;-2;1798;-3;156;12;500000;96;5;8;49;174;165108;3;1;5;8;FALSE;3;999;3463989,727;18000000;10000;3,88;1;2;2963989,727
4665;2457414;2457480;1;-2;1798;2883875;385;11;1250000;96;5;128;4341;613;123051;3;2;1;9;FALSE;3;999;628800;2500000;28500;1,79;1;2;621200
11668;2457314;2457325;111;-2;1798;-3;156;12;1250000;96;5;8;119;168;185036;4;1;5;8;FALSE;3;999;516071,4286;2500000;25000;1,24;1;2;733928,5714
14095;2457459;2457517;103;-2;1798;2689432;238;9;4800000;96;5;128;8391;613;121558;3;2;1;9;FALSE;3;999;832717,9487;1340000;250000;1,71;1;2;3967282,051
2146;2457510;2457589;104;-2;1798;3061292;238;9;28700;96;5;128;8026;613;4745;1;2;1;9;FALSE;3;999;171052,6316;450000;12000;1,46;1;1;142352,6316
2036;2457546;2457625;0;-2;1798;1562423;385;11;1250000;96;5;128;1777;613;130049;3;2;1;9;FALSE;3;999;1355000;2592200;173455;2,44;1;2;105000
10725;2457642;2457704;104;-2;1798;1366344;26;10;200000;96;5;265;965;613;55631;1;2;1;9;FALSE;3;999;200285,2604;1000000;25900;1,31;1;1;285,2604
8112;2457369;2457448;111;-2;1798;1820967;26;10;1250000;96;5;65;2229;613;120249;3;2;1;9;FALSE;3;999;244865,125;1200000;6500;1,25;1;2;1005134,875
5227;2457649;2457664;93;-2;1798;1522463;385;11;1250000;96;5;244;1621;613;141044;3;2;1;9;FALSE;3;999;3394810,388;69900000;20000;3,6;1;2;2144810,388
9542;2457511;2457604;104;-2;1798;1342214;385;11;1250000;96;5;249;855;613;163819;3;2;1;9;FALSE;3;999;470787,234;2700000;25000;1,72;1;2;779212,766
14392;2457410;2457501;111;-2;1798;2156596;301;16;1200000;96;5;128;3150;613;121301;3;2;1;9;FALSE;3;999;2232812,5;15000000;50000;4,27;1;2;1032812,5
4938;2457472;2457562;111;-2;1798;2551752;26;10;300000;96;5;128;4055;613;150330;3;2;1;9;FALSE;3;999;991271,6667;8055000;26500;2,57;1;2;691271,6667
11266;2457634;2457731;111;-2;1798;179446;301;16;3800000;96;5;155;3980;613;122655;3;2;1;9;FALSE;3;999;326720,3684;1500000;25400;1,73;1;2;3473279,632
12133;2457589;2457677;93;-2;1798;-3;158;12;1250000;96;5;133;7789;2165;183513;4;1;5;8;FALSE;3;999;1790615,226;19000000;100000;2,48;1;2;540615,226
10272;2457313;2457410;4;-2;1798;-3;156;12;1200000;96;5;208;1290;1668;81145;2;1;5;8;FALSE;3;999;2373577,407;5000000;500000;3,57;1;2;1173577,407
11766;2457571;2457589;111;-2;1798;-3;156;12;1500000;96;5;152;1463;2168;230611;4;1;5;8;FALSE;3;999;1863980,797;10000000;20625;2,9;1;1;363980,797
7927;2457540;2457614;103;-2;1798;2046310;26;10;1250000;96;5;128;2867;613;14141;1;2;1;9;FALSE;3;999;1087929,14;5510000;30900;1,17;1;1;162070,86
496;2457583;2457664;104;-2;1798;1919585;26;10;100000;96;5;128;2549;613;130914;3;2;1;9;FALSE;3;999;156715,8103;800000;25300;1,62;1;2;56715,8103
11587;2457375;2457451;93;-2;1798;-3;156;12;2000000;96;5;51;18;614;191940;4;1;5;8;FALSE;3;999;2483053,596;41800000;51500;3,41;1;3;483053,596
11238;2457337;2457369;0;-2;1798;-3;156;12;2500000;96;5;51;9;614;130251;3;1;5;8;FALSE;3;999;1950064,726;15000000;95000;1,33;1;2;549935,274
297;2457530;2457606;111;-2;1798;3105437;26;10;1200000;96;5;128;8210;613;91524;2;2;1;9;FALSE;3;999;446787,5778;3000000;39000;1,62;1;2;753212,4222
2853;2457633;2457722;111;31315;985;2024435;58;6;53640;96;5;70;5789;1506;175508;3;2;2;4;FALSE;3;999;836701,3659;4500000;25700;1,66;1;2;783061,3659
12566;2457508;2457578;0;-2;1798;-3;156;12;1250000;96;5;8;96;161;154027;3;1;5;8;FALSE;3;999;1343814,583;10000000;50000;3;1;2;93814,583
8194;2457467;2457476;2;-2;1798;1244973;385;11;2500000;96;5;128;660;613;141412;3;2;1;9;FALSE;3;999;7948597,608;67865000;490000;2,13;1;2;5448597,608
